#From a base of 26068472 hosts; at date 23/11/2018;ignored all that have < 100 hits.
gs 115 0,0004%
hamilton 115 0,0004%
minneapolis 115 0,0004%
ok 115 0,0004%
sts 115 0,0004%
webcast 115 0,0004%
ed 114 0,0004%
k 114 0,0004%
legal 114 0,0004%
metro 114 0,0004%
montana 114 0,0004%
nature 114 0,0004%
on 114 0,0004%
paul 114 0,0004%
reservation 114 0,0004%
webstore 114 0,0004%
bank 113 0,0004%
cancer 113 0,0004%
delta 113 0,0004%
eg 113 0,0004%
engage 113 0,0004%
kaliningrad 113 0,0004%
kansas 113 0,0004%
ml 113 0,0004%
moscow 113 0,0004%
nutrition 113 0,0004%
pm 113 0,0004%
programs 113 0,0004%
voice 113 0,0004%
aula 112 0,0004%
chevrolet 112 0,0004%
click 112 0,0004%
csc 112 0,0004%
eventos 112 0,0004%
exam 112 0,0004%
ft 112 0,0004%
hongkong 112 0,0004%
hyundai 112 0,0004%
kansascity 112 0,0004%
mortgage 112 0,0004%
panama 112 0,0004%
password 112 0,0004%
referral 112 0,0004%
s4 112 0,0004%
u 112 0,0004%
ubuntu 112 0,0004%
visit 112 0,0004%
webcams 112 0,0004%
ekaterinburg 111 0,0004%
fish 111 0,0004%
im 111 0,0004%
les 111 0,0004%
moda 111 0,0004%
payment 111 0,0004%
quotes 111 0,0004%
solar 111 0,0004%
ss 111 0,0004%
techblog 111 0,0004%
today 111 0,0004%
view 111 0,0004%
wwe 111 0,0004%
calgary 110 0,0004%
collection 110 0,0004%
cordoba 110 0,0004%
error 110 0,0004%
knowledge 110 0,0004%
naruto 110 0,0004%
pch 110 0,0004%
philippines 110 0,0004%
sale 110 0,0004%
ses 110 0,0004%
springfield 110 0,0004%
study 110 0,0004%
toledo 110 0,0004%
webservices 110 0,0004%
albuquerque 109 0,0004%
anal 109 0,0004%
bangalore 109 0,0004%
bioinformatics 109 0,0004%
ecuador 109 0,0004%
express 109 0,0004%
extras 109 0,0004%
max 109 0,0004%
mini 109 0,0004%
mu 109 0,0004%
policy 109 0,0004%
puzzle 109 0,0004%
skyward 109 0,0004%
smtp 109 0,0004%
stars 109 0,0004%
tucson 109 0,0004%
valencia 109 0,0004%
bike 108 0,0004%
construction 108 0,0004%
down 108 0,0004%
ims 108 0,0004%
le 108 0,0004%
louisiana 108 0,0004%
management 108 0,0004%
opera 108 0,0004%
pennsylvania 108 0,0004%
pets 108 0,0004%
sharepoint 108 0,0004%
sociology 108 0,0004%
ac 107 0,0004%
ares 107 0,0004%
build 107 0,0004%
cards 107 0,0004%
delaware 107 0,0004%
hindi 107 0,0004%
idaho 107 0,0004%
magic 107 0,0004%
tennis 107 0,0004%
used 107 0,0004%
cricket 106 0,0004%
cultura 106 0,0004%
employee 106 0,0004%
ezproxy 106 0,0004%
korea 106 0,0004%
loans 106 0,0004%
lol 106 0,0004%
marc 106 0,0004%
matt 106 0,0004%
military 106 0,0004%
promotions 106 0,0004%
reno 106 0,0004%
yoga 106 0,0004%
box 105 0,0004%
commerce 105 0,0004%
ebay 105 0,0004%
environment 105 0,0004%
freedom 105 0,0004%
ice 105 0,0004%
nevada 105 0,0004%
pb 105 0,0004%
recruitment 105 0,0004%
renault 105 0,0004%
submit 105 0,0004%
wm 105 0,0004%
zs 105 0,0004%
all 104 0,0004%
buffalo 104 0,0004%
civil 104 0,0004%
compass 104 0,0004%
cse 104 0,0004%
diy 104 0,0004%
dms 104 0,0004%
interactive 104 0,0004%
jurnal 104 0,0004%
packages 104 0,0004%
resource 104 0,0004%
revistas 104 0,0004%
sb 104 0,0004%
soporte 104 0,0004%
ww12 104 0,0004%
afisha 103 0,0004%
asian 103 0,0004%
barbie 103 0,0004%
commercial 103 0,0004%
credit 103 0,0004%
documentation 103 0,0004%
dubai 103 0,0004%
fe 103 0,0004%
israel 103 0,0004%
ne 103 0,0004%
nova 103 0,0004%
pogoda 103 0,0004%
rc 103 0,0004%
real 103 0,0004%
sac 103 0,0004%
samsung 103 0,0004%
sudoku 103 0,0004%
tgp 103 0,0004%
wifi 103 0,0004%
writing 103 0,0004%
ava 102 0,0004%
connecticut 102 0,0004%
creative 102 0,0004%
dan 102 0,0004%
dps 102 0,0004%
expo 102 0,0004%
heritage 102 0,0004%
jeux 102 0,0004%
mississippi 102 0,0004%
movil 102 0,0004%
mumbai 102 0,0004%
pincode 102 0,0004%
pos 102 0,0004%
power 102 0,0004%
private 102 0,0004%
resume 102 0,0004%
rus 102 0,0004%
studyabroad 102 0,0004%
success 102 0,0004%
tim 102 0,0004%
acm 101 0,0004%
bs 101 0,0004%
casa 101 0,0004%
cd 101 0,0004%
classroom 101 0,0004%
cu 101 0,0004%
edmonton 101 0,0004%
fantasy 101 0,0004%
hello 101 0,0004%
ieee 101 0,0004%
istanbul 101 0,0004%
james 101 0,0004%
leon 101 0,0004%
mature 101 0,0004%
milano 101 0,0004%
nebraska 101 0,0004%
pi 101 0,0004%
redtube 101 0,0004%
salud 101 0,0004%
shanghai 101 0,0004%
subscriptions 101 0,0004%
traffic 101 0,0004%
workshop 101 0,0004%
cap 100 0,0004%
cmsimg 100 0,0004%
comic 100 0,0004%
customers 100 0,0004%
dental 100 0,0004%
ecole 100 0,0004%
econ 100 0,0004%
enterprise 100 0,0004%
insight 100 0,0004%
pks 100 0,0004%
source 100 0,0004%
tl 100 0,0004%
